drug,adr,cohort,n_cases,ror,ror_lower_ci,ror_upper_ci,prr,prr_lower_ci,prr_upper_ci,ic,ic_025,ic_975,is_signal,avg_severity
INTERFERON,Increased appetite,HBV_MONO,5,3.854713535722438,1.0346334414170568,14.361430674549641,3.8514591883264937,1.0346729374208234,14.336644308414318,1.1809849638104375,0.30444631663052,2.057523610990355,False,1.6
INTERFERON,Fibrosis,HBV_MONO,5,3.854713535722438,1.0346334414170568,14.361430674549641,3.8514591883264937,1.0346729374208234,14.336644308414318,1.1809849638104375,0.30444631663052,2.057523610990355,False,2.6
INTERFERON,Musculoskeletal discomfort,HBV_MONO,5,3.854713535722438,1.0346334414170568,14.361430674549641,3.8514591883264937,1.0346729374208234,14.336644308414318,1.1809849638104375,0.30444631663052,2.057523610990355,False,1.4
LAMIVUDINE,Hyperthyroidism,HBV_MONO,18,3.833574771562291,2.117399395777761,6.94072906531677,3.813820958282616,2.1127023736884385,6.8846565815335845,1.43976172711709,0.977785296741879,1.901738157492301,True,1.2222222222222223
LAMIVUDINE,Eye swelling,HBV_MONO,7,3.7828420123565754,1.4650782500561705,9.767323820349741,3.7752975142595586,1.4648446108649729,9.729954437118252,1.4308286023470822,0.6900182352489969,2.1716389694451674,False,1.2857142857142858
LAMIVUDINE,Conjunctivitis,HBV_MONO,7,3.7828420123565754,1.4650782500561705,9.767323820349741,3.7752975142595586,1.4648446108649729,9.729954437118252,1.4308286023470822,0.6900182352489969,2.1716389694451674,False,2.4285714285714284
ADEFOVIR,Hepatitis B,HBV_MONO,40,3.771191852555239,2.6862716804762363,5.2942850464989775,3.5867531269276025,2.6086266221858523,4.931636395991814,1.722523854327987,1.4126206436314859,2.032427065024488,True,1.65
TENOFOVIR,Blood creatine phosphokinase increased,HBV_MONO,20,3.757703081232493,1.6542286965062276,8.53590103746034,3.7500000000000004,1.652640818552815,8.509108477856824,0.8365012677171206,0.3982319441271619,1.2747705913070795,False,1.95
INTERFERON,Dementia,HBV_MONO,17,3.7520844913841023,1.848023031290895,7.61794511870944,3.7414174972314505,1.84579878179569,7.58381955099757,1.1622484012288519,0.6868785761576393,1.6376182263000645,False,1.1764705882352942
INTERFERON,Bronchitis,HBV_MONO,17,3.7520844913841023,1.848023031290895,7.61794511870944,3.7414174972314505,1.84579878179569,7.58381955099757,1.1622484012288519,0.6868785761576393,1.6376182263000645,False,2.176470588235294
TENOFOVIR,Abdominal pain lower,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,2.8
TENOFOVIR,Ocular icterus,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,2.0
TENOFOVIR,Metastases to central nervous system,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,4.2
TENOFOVIR,Hypovolaemic shock,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,4.2
TENOFOVIR,Hypothermia,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,4.2
TENOFOVIR,Transplant,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,1.4
TENOFOVIR,Faeces discoloured,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,2.2
TENOFOVIR,Sensation of foreign body,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,3.0
TENOFOVIR,Disability,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,1.8
TENOFOVIR,Mesenteric panniculitis,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,3.0
TENOFOVIR,Cytomegalovirus test positive,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,3.4
TENOFOVIR,Wrong product administered,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,2.4
TENOFOVIR,Abortion induced,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,1.0
TENOFOVIR,Gallbladder disorder,HBV_MONO,5,3.7519217330538086,0.7277059351228479,19.344237845999007,3.7500000000000004,0.727730031959098,19.32378681987716,0.8365012677171206,-0.04003737946279684,1.713039914897038,False,2.2
ENTECAVIR,Immunodeficiency,HBV_MONO,4,3.739457084130697,0.8366040698215239,16.714644105231784,3.7371290985057715,0.8367021474236683,16.691882460087363,1.1197249072921232,0.13972490729212317,2.0997249072921234,False,2.5
ENTECAVIR,Vascular device infection,HBV_MONO,4,3.739457084130697,0.8366040698215239,16.714644105231784,3.7371290985057715,0.8367021474236683,16.691882460087363,1.1197249072921232,0.13972490729212317,2.0997249072921234,False,3.0
ENTECAVIR,Supraventricular tachycardia,HBV_MONO,4,3.739457084130697,0.8366040698215239,16.714644105231784,3.7371290985057715,0.8367021474236683,16.691882460087363,1.1197249072921232,0.13972490729212317,2.0997249072921234,False,3.5
ENTECAVIR,Coronavirus infection,HBV_MONO,4,3.739457084130697,0.8366040698215239,16.714644105231784,3.7371290985057715,0.8367021474236683,16.691882460087363,1.1197249072921232,0.13972490729212317,2.0997249072921234,False,3.5
ENTECAVIR,Immunosuppression,HBV_MONO,4,3.739457084130697,0.8366040698215239,16.714644105231784,3.7371290985057715,0.8367021474236683,16.691882460087363,1.1197249072921232,0.13972490729212317,2.0997249072921234,False,3.0
ENTECAVIR,Respiratory syncytial virus infection,HBV_MONO,4,3.739457084130697,0.8366040698215239,16.714644105231784,3.7371290985057715,0.8367021474236683,16.691882460087363,1.1197249072921232,0.13972490729212317,2.0997249072921234,False,3.0
ADEFOVIR,Eczema,HBV_MONO,4,3.732209434268115,1.3132442098969381,10.606852218547441,3.7140250120766467,1.3152000697838642,10.488124284085382,1.7671677693828294,0.7871677693828294,2.7471677693828296,False,3.0
ENTECAVIR,Interstitial lung disease,HBV_MONO,50,3.7168156595052158,2.4344765700971975,5.674615568878378,3.687956347209643,2.4219511431149217,5.615729308821374,1.1115044004871548,0.8343185422620282,1.3886902587122814,True,2.92
INTERFERON,Memory impairment,HBV_MONO,30,3.715977961432507,2.1831601765238795,6.325001874960251,3.6974008207934337,2.1770126626580972,6.279601889367132,1.1545127524492464,0.7966673482125379,1.512358156685955,True,1.7666666666666666
INTERFERON,Diverticulitis,HBV_MONO,6,3.7010958904109588,1.1289644764065236,12.133340841350263,3.6974008207934332,1.1289409810626785,12.109377778752949,1.1545127524492464,0.354346103140075,1.954679401758418,False,1.3333333333333333
ENTECAVIR,Viral infection,HBV_MONO,21,3.690741037131882,1.924302096896049,7.078706313910525,3.6787364563416194,1.9213172636411542,7.043658104424592,1.1099438864995377,0.6822368216369927,1.5376509513620826,False,2.142857142857143
TENOFOVIR,Fanconi syndrome acquired,HBV_MONO,97,3.6737222143565056,2.5387774182839604,5.316037085826529,3.6374999999999997,2.519886035726538,5.2507954972594995,0.8238088541139633,0.624801005747774,1.0228167024801527,True,2.163265306122449
INTERFERON,Thirst,HBV_MONO,13,3.649231856640958,1.6336769577975063,8.151484955432569,3.6413795962359576,1.6325215833949631,8.122186866472553,1.1444590877853236,0.600852895484599,1.688065280086048,False,1.1538461538461537
TENOFOVIR,Hepatic cirrhosis,HBV_MONO,132,3.6488332384746727,2.660214466222013,5.004853620357099,3.6000000000000005,2.632133614512792,4.923762201334487,0.8194277543581793,0.6488316515215954,0.9900238571947632,True,2.462121212121212
INTERFERON,Feeling hot,HBV_MONO,20,3.6369270566678344,1.90344678621707,6.9490980842235714,3.6249027654837587,1.90056720862733,6.913683451742813,1.1414565996238002,0.7031872760338415,1.579725923213759,False,1.1
ADEFOVIR,Epstein-Barr virus infection,HBV_MONO,3,3.610994983277592,1.084335962965101,12.025133551413532,3.597961730449251,1.0864070741244514,11.915725626335934,1.7265257848854834,0.5949192572738169,2.85813231249715,False,3.6666666666666665
ENTECAVIR,Immune-mediated enterocolitis,HBV_MONO,9,3.608648056923919,1.343159672377057,9.695303593871671,3.6036602021305657,1.3428088654898045,9.671046405910335,1.09700483079204,0.4436714974587066,1.7503381641253732,False,3.3333333333333335
ENTECAVIR,Diffuse large B-cell lymphoma recurrent,HBV_MONO,9,3.608648056923919,1.343159672377057,9.695303593871671,3.6036602021305657,1.3428088654898045,9.671046405910335,1.09700483079204,0.4436714974587066,1.7503381641253732,False,1.0
ENTECAVIR,Multiple sclerosis relapse,HBV_MONO,9,3.608648056923919,1.343159672377057,9.695303593871671,3.6036602021305657,1.3428088654898045,9.671046405910335,1.09700483079204,0.4436714974587066,1.7503381641253732,False,1.4444444444444444
TENOFOVIR,Meningitis cryptococcal,HBV_MONO,12,3.604364857302742,1.269250942990787,10.235522058346282,3.6,1.2688015910640413,10.214362979424934,0.819427754358179,0.2536244905523458,1.3852310181640122,False,3.0
TENOFOVIR,Hydronephrosis,HBV_MONO,12,3.604364857302742,1.269250942990787,10.235522058346282,3.6,1.2688015910640413,10.214362979424934,0.819427754358179,0.2536244905523458,1.3852310181640122,False,2.1666666666666665
INTERFERON,Dysphonia,HBV_MONO,14,3.603003964623361,1.6652148189518143,7.795773507026004,3.5946952424380605,1.6638796460939527,7.766086877943082,1.1358970742818995,0.6120650401335477,1.6597291084302512,False,1.0714285714285714
INTERFERON,Swollen tongue,HBV_MONO,7,3.598842962624648,1.2088101504505575,10.714396023896308,3.5946952424380605,1.2087031047444605,10.690659960486087,1.1358970742818995,0.3950867071838141,1.8767074413799847,False,2.142857142857143
INTERFERON,Aggression,HBV_MONO,7,3.598842962624648,1.2088101504505575,10.714396023896308,3.5946952424380605,1.2087031047444605,10.690659960486087,1.1358970742818995,0.3950867071838141,1.8767074413799847,False,1.2857142857142858
INTERFERON,Gastrointestinal toxicity,HBV_MONO,7,3.598842962624648,1.2088101504505575,10.714396023896308,3.5946952424380605,1.2087031047444605,10.690659960486087,1.1358970742818995,0.3950867071838141,1.8767074413799847,False,1.5714285714285714
INTERFERON,Abnormal loss of weight,HBV_MONO,7,3.598842962624648,1.2088101504505575,10.714396023896308,3.5946952424380605,1.2087031047444605,10.690659960486087,1.1358970742818995,0.3950867071838141,1.8767074413799847,False,2.142857142857143
TENOFOVIR,Stevens-Johnson syndrome,HBV_MONO,19,3.5693180226858985,1.5616824900584996,8.15788819313274,3.5625,1.5603892228353382,8.133487507007265,0.8149681061674792,0.3653132677811781,1.2646229445537802,False,3.6842105263157894
LAMIVUDINE,Capillary leak syndrome,HBV_MONO,3,3.562543621558744,0.850854061017402,14.916444120079616,3.559566227730441,0.8511767532233367,14.885876149245062,1.3783611824529465,0.24675465484128,2.509967710064613,False,3.3333333333333335
LAMIVUDINE,Enterococcal infection,HBV_MONO,3,3.562543621558744,0.850854061017402,14.916444120079616,3.559566227730441,0.8511767532233367,14.885876149245062,1.3783611824529465,0.24675465484128,2.509967710064613,False,5.0
LAMIVUDINE,Fibula fracture,HBV_MONO,3,3.562543621558744,0.850854061017402,14.916444120079616,3.559566227730441,0.8511767532233367,14.885876149245062,1.3783611824529465,0.24675465484128,2.509967710064613,False,1.0
LAMIVUDINE,Atrial septal defect,HBV_MONO,3,3.562543621558744,0.850854061017402,14.916444120079616,3.559566227730441,0.8511767532233367,14.885876149245062,1.3783611824529465,0.24675465484128,2.509967710064613,False,3.0
LAMIVUDINE,Alpha 1 foetoprotein increased,HBV_MONO,3,3.562543621558744,0.850854061017402,14.916444120079616,3.559566227730441,0.8511767532233367,14.885876149245062,1.3783611824529465,0.24675465484128,2.509967710064613,False,3.0
ADEFOVIR,Chromaturia,HBV_MONO,6,3.549991425141485,1.5147839332417432,8.319628193842785,3.5245339400319193,1.5157587366541474,8.19545960319366,1.7000535735242923,0.8998869242151208,2.500220222833464,False,3.0
LAMIVUDINE,Cardiac arrest,HBV_MONO,23,3.521177142513602,2.0997174819452935,5.904931770855875,3.498718941786332,2.093405062350857,5.84742745384785,1.362764327401928,0.9540760758500615,1.7714525789537947,True,5.0
ENTECAVIR,Oxygen saturation decreased,HBV_MONO,20,3.51424151909537,1.8195244171900877,6.787429362231817,3.503558529849161,1.8170565820161668,6.755388078481752,1.0790829227947771,0.6408135992048184,1.517352246384736,False,2.6
LAMIVUDINE,Chest pain,HBV_MONO,45,3.510870288560474,2.4246655738237712,5.083674349224951,3.4671099620751056,2.40588037535467,4.996446046220545,1.354514440498579,1.0623348914386064,1.6466939895585515,True,3.0
ENTECAVIR,Flank pain,HBV_MONO,10,3.5088886523312754,1.3840214679986154,8.896032221424697,3.503558529849161,1.3835674312730628,8.871936484356443,1.0790829227947771,0.4592765014017748,1.6988893441877795,False,2.0
ENTECAVIR,Ocular hyperaemia,HBV_MONO,5,3.5062207571246278,0.9411143598306272,13.062795046400186,3.503558529849161,0.9411924642780958,13.041883395755622,1.0790829227947771,0.20254427561485966,1.9556215699746946,False,1.0
ENTECAVIR,Lower respiratory tract infection,HBV_MONO,5,3.5062207571246278,0.9411143598306272,13.062795046400186,3.503558529849161,0.9411924642780958,13.041883395755622,1.0790829227947771,0.20254427561485966,1.9556215699746946,False,3.0
ADEFOVIR,Pneumonia bacterial,HBV_MONO,4,3.5056088523425206,1.2379611909716834,9.927042556137243,3.4889325871023043,1.2399760646039744,9.816843199495224,1.686997420698846,0.7069974206988461,2.666997420698846,False,1.0
ADEFOVIR,Viral infection,HBV_MONO,4,3.5056088523425206,1.2379611909716834,9.927042556137243,3.4889325871023043,1.2399760646039744,9.816843199495224,1.686997420698846,0.7069974206988461,2.666997420698846,False,1.0
TENOFOVIR,Suspected counterfeit product,HBV_MONO,14,3.5048978449482227,1.3462342608346562,9.124941520880999,3.5000000000000004,1.3456114461155098,9.103668102231973,0.8073549220576041,0.2835228879092523,1.331186956205956,False,2.2857142857142856
TENOFOVIR,Helicobacter infection,HBV_MONO,7,3.5024465259331747,0.9053827185046401,13.549111791400394,3.5000000000000004,0.9053488759247381,13.530695542630074,0.8073549220576041,0.06654455495951872,1.5481652891556894,False,3.2857142857142856
TENOFOVIR,Knee arthroplasty,HBV_MONO,7,3.5024465259331747,0.9053827185046401,13.549111791400394,3.5000000000000004,0.9053488759247381,13.530695542630074,0.8073549220576041,0.06654455495951872,1.5481652891556894,False,1.8571428571428572
TENOFOVIR,Foetal distress syndrome,HBV_MONO,7,3.5024465259331747,0.9053827185046401,13.549111791400394,3.5000000000000004,0.9053488759247381,13.530695542630074,0.8073549220576041,0.06654455495951872,1.5481652891556894,False,1.2857142857142858
TENOFOVIR,Cardiogenic shock,HBV_MONO,7,3.5024465259331747,0.9053827185046401,13.549111791400394,3.5000000000000004,0.9053488759247381,13.530695542630074,0.8073549220576041,0.06654455495951872,1.5481652891556894,False,4.142857142857143
TENOFOVIR,Extra dose administered,HBV_MONO,7,3.5024465259331747,0.9053827185046401,13.549111791400394,3.5000000000000004,0.9053488759247381,13.530695542630074,0.8073549220576041,0.06654455495951872,1.5481652891556894,False,1.8571428571428572
TENOFOVIR,Bilirubin conjugated increased,HBV_MONO,7,3.5024465259331747,0.9053827185046401,13.549111791400394,3.5000000000000004,0.9053488759247381,13.530695542630074,0.8073549220576041,0.06654455495951872,1.5481652891556894,False,2.2857142857142856
INTERFERON,Bone pain,HBV_MONO,64,3.495977333430754,2.4424713938161973,5.003889726939965,3.4595563235494113,2.424942046910865,4.935594222161902,1.1101186330907933,0.8651186330907933,1.3551186330907932,True,1.1384615384615384
INTERFERON,Lacrimation increased,HBV_MONO,9,3.471384509938314,1.3385069667944773,9.002949341906545,3.466313269493844,1.3381820687993353,8.978843733162323,1.1114440305573607,0.4581106972240274,1.764777363890694,False,1.5555555555555556
INTERFERON,Prostate cancer,HBV_MONO,9,3.471384509938314,1.3385069667944773,9.002949341906545,3.466313269493844,1.3381820687993353,8.978843733162323,1.1114440305573607,0.4581106972240274,1.764777363890694,False,3.6666666666666665
INTERFERON,Hepatosplenomegaly,HBV_MONO,9,3.471384509938314,1.3385069667944773,9.002949341906545,3.466313269493844,1.3381820687993353,8.978843733162323,1.1114440305573607,0.4581106972240274,1.764777363890694,False,2.7777777777777777
LAMIVUDINE,Blood HIV RNA increased,HBV_MONO,7,3.467378640776699,1.3638322330831807,8.81539117999508,3.4606893880712626,1.3637454468192158,8.781969588710709,1.352826090345809,0.6120157232477236,2.0936364574438944,False,1.0
LAMIVUDINE,Suicide attempt,HBV_MONO,7,3.467378640776699,1.3638322330831807,8.81539117999508,3.4606893880712626,1.3637454468192158,8.781969588710709,1.352826090345809,0.6120157232477236,2.0936364574438944,False,3.0
ENTECAVIR,Cytokine release syndrome,HBV_MONO,49,3.459086517818806,2.275067111944043,5.259308384767389,3.4334873592521773,2.264251102721045,5.206505335021084,1.0660562424985378,0.7860562424985378,1.3460562424985378,True,3.04
INTERFERON,Haemolytic anaemia,HBV_MONO,19,3.4542895243739813,1.793885285889217,6.651549133079127,3.4436576272095705,1.7915431859041784,6.6193089548403,1.1069843823666607,0.6573295439803597,1.5566392207529618,False,2.1052631578947367
LAMIVUDINE,Disseminated intravascular coagulation,HBV_MONO,11,3.445085876885914,1.6375382908091112,7.247840716600575,3.434669167108321,1.6364212191392318,7.208994939389651,1.3459397047605692,0.7549774693881526,1.9369019401329859,False,5.0
INTERFERON,Hypogammaglobulinaemia,HBV_MONO,10,3.429057485273207,1.3924746309394458,8.444272503101383,3.4235192785124386,1.3920194796155458,8.419770284811921,1.1029824518091644,0.4831760304161621,1.7227888732021668,False,2.8181818181818183
TENOFOVIR,Gene mutation,HBV_MONO,25,3.4175320124864625,1.6805685917510669,6.949746123840324,3.4090909090909087,1.6785355995575368,6.923833387572965,0.7958592832197747,0.4038592832197747,1.1878592832197747,False,4.64
ADEFOVIR,Renal impairment,HBV_MONO,27,3.400910943128802,2.2642743722997665,5.108124432528795,3.2930497193942303,2.2300241253570334,4.862806788095279,1.612419299198962,1.2352171233284066,1.9896214750695176,True,2.1481481481481484
LAMIVUDINE,Sneezing,HBV_MONO,4,3.393771472902582,0.9927647117871157,11.601625917538824,3.3900630740289923,0.9930853592176732,11.572547655871615,1.3339670630944933,0.35396706309449333,2.313967063094493,False,1.0
LAMIVUDINE,Orthostatic hypotension,HBV_MONO,4,3.393771472902582,0.9927647117871157,11.601625917538824,3.3900630740289923,0.9930853592176732,11.572547655871615,1.3339670630944933,0.35396706309449333,2.313967063094493,False,2.75
TENOFOVIR,Cardiomyopathy,HBV_MONO,9,3.3779890924346243,1.0398612361748534,10.973397133815809,3.375,1.0397305386509725,10.955362544971589,0.7914133781885824,0.13808004485524905,1.4447467115219157,False,1.8888888888888888
TENOFOVIR,Renal tubular necrosis,HBV_MONO,9,3.3779890924346243,1.0398612361748534,10.973397133815809,3.375,1.0397305386509725,10.955362544971589,0.7914133781885824,0.13808004485524905,1.4447467115219157,False,1.6666666666666667
ENTECAVIR,Haematuria,HBV_MONO,12,3.3694568690095847,1.4548006082203793,7.803983259261903,3.363416188655194,1.4541118686062193,7.779709871257043,1.0526107114335863,0.4868074476277531,1.6184139752394195,False,3.3333333333333335
ENTECAVIR,Pharyngeal swelling,HBV_MONO,6,3.3664326738991703,1.0269033252543889,11.035964797454026,3.363416188655194,1.0269413666710039,11.015788072477154,1.0526107114335863,0.25244406212441484,1.8527773607427578,False,1.6666666666666667
INTERFERON,Nervous system disorder,HBV_MONO,13,3.3448814696242093,1.5251038967979995,7.336045806010613,3.3379312965496277,1.524189715328215,7.309972786482315,1.0855653987317548,0.5419592064310302,1.6291715910324793,False,2.5384615384615383
INTERFERON,Product administration error,HBV_MONO,13,3.3448814696242093,1.5251038967979995,7.336045806010613,3.3379312965496277,1.524189715328215,7.309972786482315,1.0855653987317548,0.5419592064310302,1.6291715910324793,False,1.6923076923076923
INTERFERON,Insomnia,HBV_MONO,95,3.3395609834013706,2.4959353043060157,4.468331988660132,3.288886497896781,2.4680349486977953,4.382747659936901,1.0752755226393225,0.8741837656306323,1.2763672796480128,True,1.2653061224489797
ENTECAVIR,Gamma-glutamyltransferase increased,HBV_MONO,32,3.3377857001386415,1.9977842505285548,5.5765848474891495,3.3218925320051302,1.9925868916861027,5.538011938266741,1.0444367799878862,0.697954457206478,1.3909191027692944,False,2.0303030303030303
TENOFOVIR,Renal tubular injury,HBV_MONO,11,3.303538956497412,1.1473163330359395,9.51208426382103,3.3,1.1470576667637382,9.493855728042519,0.7813597135246596,0.19039747815224295,1.3723219488970764,False,1.9090909090909092
LAMIVUDINE,Kidney transplant rejection,HBV_MONO,5,3.30034924330617,1.1051667768421471,9.855802179391226,3.2958946553059647,1.1054332583764097,9.826845263213082,1.3079718545615489,0.4314332073816314,2.1845105017414665,False,1.0
LAMIVUDINE,Localised infection,HBV_MONO,5,3.30034924330617,1.1051667768421471,9.855802179391226,3.2958946553059647,1.1054332583764097,9.826845263213082,1.3079718545615489,0.4314332073816314,2.1845105017414665,False,2.2
LAMIVUDINE,Ear infection,HBV_MONO,5,3.30034924330617,1.1051667768421471,9.855802179391226,3.2958946553059647,1.1054332583764097,9.826845263213082,1.3079718545615489,0.4314332073816314,2.1845105017414665,False,1.4
INTERFERON,Vertigo,HBV_MONO,16,3.2949504195270785,1.6276646289356673,6.670107634052898,3.2865785073719413,1.6262091513953114,6.642194994322377,1.0747855599785126,0.5847855599785126,1.5647855599785125,False,1.75
ADEFOVIR,Ascites,HBV_MONO,17,3.2838297584715215,1.975895848887122,5.457543669974665,3.219228916717751,1.9631196729900884,5.279064216419814,1.5830341912959507,1.107664366224738,2.058404016367163,False,3.0
INTERFERON,Intentional product misuse,HBV_MONO,17,3.282587548638132,1.65712168782349,6.502468161301291,3.2737403100775193,1.6554707817017404,6.4739140891448,1.0720505922572736,0.596680767186061,1.5474204173284862,False,1.7058823529411764
INTERFERON,Paraesthesia,HBV_MONO,36,3.2811359026369167,2.050788379614772,5.249616644304993,3.2624124889353827,2.0441563961137033,5.206712787826013,1.0696238548627337,0.742957188196067,1.3962905215294004,True,1.5
TENOFOVIR,Nephropathy,HBV_MONO,37,3.2764697624100885,1.8435635288262386,5.823099630758343,3.2647058823529407,1.8398123009101042,5.793147753712443,0.7764939583528434,0.4542719432343431,1.0987159734713436,False,1.35
ENTECAVIR,Glomerulonephritis,HBV_MONO,7,3.2733687943262413,1.099513807506919,9.745164808766079,3.26998796119255,1.099494831348097,9.725212853646326,1.0339950332662393,0.293184666168154,1.7748054003643245,False,1.8571428571428572
ENTECAVIR,Blindness unilateral,HBV_MONO,7,3.2733687943262413,1.099513807506919,9.745164808766079,3.26998796119255,1.099494831348097,9.725212853646326,1.0339950332662393,0.293184666168154,1.7748054003643245,False,2.7142857142857144
TENOFOVIR,Liver transplant,HBV_MONO,39,3.2623227074849037,1.8647630777384157,5.707293100568657,3.2500000000000004,1.860702042120007,5.676620845734939,0.774440299584869,0.4605891181268983,1.0882914810428397,False,1.6666666666666667
INTERFERON,Hepatic cytolysis,HBV_MONO,45,3.2475370051911736,2.135109833708097,4.939556941560095,3.2244774599942736,2.1258668515255716,4.890830713386309,1.0614033480577652,0.7692237989977926,1.3535828971177377,True,1.8444444444444446
LAMIVUDINE,Disease recurrence,HBV_MONO,12,3.246409621506898,1.6046792635943898,6.567776919485709,3.235969297936765,1.603485580839617,6.5304592833982795,1.2908983412026074,0.7250950773967741,1.8567016050084406,False,3.1666666666666665
INTERFERON,Psoriasis,HBV_MONO,22,3.2391209462703503,1.7795713177696404,5.895748262405672,3.227889605454585,1.7768521028020867,5.863893392461094,1.0621487343005866,0.6442753302435902,1.4800221383575831,False,1.7272727272727273
ENTECAVIR,COVID-19 pneumonia,HBV_MONO,31,3.232788391471026,1.9276807138965817,5.421499892948821,3.21808339037997,1.923046235613533,5.38523750269344,1.0232951446090306,0.6712687526365517,1.3753215365815095,False,3.129032258064516
ENTECAVIR,Genotype drug resistance test positive,HBV_MONO,8,3.2070045298391756,1.1622927223976054,8.84878469615907,3.203253513004947,1.1622021360364503,8.828785243479127,1.0201892337412088,0.3272245881783923,1.7131538793040253,False,1.75
ENTECAVIR,Hepatitis B surface antigen positive,HBV_MONO,8,3.2070045298391756,1.1622927223976054,8.84878469615907,3.203253513004947,1.1622021360364503,8.828785243479127,1.0201892337412088,0.3272245881783923,1.7131538793040253,False,1.0
LAMIVUDINE,Shock,HBV_MONO,7,3.2004480955937264,1.2756817637104574,8.029328555106902,3.1944825120657803,1.2757184353301658,7.999193424882221,1.2788255089020322,0.5380151418039468,2.0196358760001174,False,4.428571428571429
INTERFERON,Splenomegaly,HBV_MONO,31,3.199418293149636,1.934474859399365,5.29150191061092,3.183872929016568,1.9295431293152763,5.253599504521988,1.0524408431893766,0.7004144512168977,1.4044672351618555,False,1.7096774193548387
INTERFERON,Treatment failure,HBV_MONO,82,3.1993145910780667,2.346727014749703,4.361655100210592,3.1581965344277245,2.3253777218664387,4.289283954292641,1.0466838720988465,0.8302380809921472,1.2631296632055458,True,1.4146341463414633
INTERFERON,Oropharyngeal pain,HBV_MONO,34,3.191524621212121,1.9745168378856477,5.1586439843735965,3.1745360582569884,1.9687849508196373,5.118730301640266,1.0503555211579545,0.7142182942786371,1.3864927480372717,False,1.4411764705882353
LAMIVUDINE,Jaundice,HBV_MONO,32,3.19121568627451,2.0736620566660013,4.911049765118394,3.1640588690937257,2.064411241727054,4.849454568323022,1.2698367256747776,0.9233544028933693,1.6163190484561858,True,3.909090909090909
ENTECAVIR,Gastrointestinal haemorrhage,HBV_MONO,45,3.1739864864864864,2.070435429731528,4.865735038984116,3.1532026768642445,2.062253567438619,4.821272843636272,1.0095419895417004,0.7173624404817278,1.301721538601673,True,3.2666666666666666
ENTECAVIR,Hypokalaemia,HBV_MONO,75,3.172125125667002,2.2778249438082736,4.4175378095845685,3.137515101357458,2.260607183362506,4.354582734981753,1.0061514003409264,0.7798300948185931,1.2324727058632599,True,2.3333333333333335
LAMIVUDINE,Gastroenteritis,HBV_MONO,8,3.170784770784771,1.3429660770292324,7.48632168347897,3.1640588690937257,1.3428392398789146,7.455299361071242,1.2698367256747776,0.576872080111961,1.9628013712375942,False,4.25
ENTECAVIR,Subdural haematoma,HBV_MONO,9,3.1573275862068964,1.217445827488038,8.18822263918845,3.153202676864245,1.2172708821290776,8.168015244062603,1.0095419895417004,0.35620865620836706,1.6628753228750337,False,4.444444444444445
LAMIVUDINE,Tumour lysis syndrome,HBV_MONO,9,3.1482819322832127,1.4018670494680865,7.070341748100672,3.14079373035039,1.401550112413587,7.038339313904856,1.2628839650330106,0.6095506316996773,1.916217298366344,False,3.111111111111111
